"Report date","Week #","Week ","NC","","Week","1990 Recession","2001 Recession","Great Recession","COVID-19","","Week","1990 Recession","2001 Recession","Great Recession","COVID-19"
"35413.0","49.0","35406.0","19822.0","","","","","","","","","","","",""
"35420.0","50.0","35413.0","12819.0","","","","","","","","","","","",""
"35427.0","51.0","35420.0","10632.0","","","","","","","","","","","",""
"35434.0","52.0","35427.0","38511.0","","","","","","","","","","","",""
"35441.0","1.0","35434.0","49780.0","","","","","","","","","","","",""
"35448.0","2.0","35441.0","30397.0","","","","","","","","","","","",""
"35455.0","3.0","35448.0","19187.0","","","","","","","","","","","",""
"35462.0","4.0","35455.0","14720.0","","","","","","","","","","","",""
"35469.0","5.0","35462.0","16752.0","","","","","","","","","","","",""
"35476.0","6.0","35469.0","12949.0","","","","","","","","","","","",""
"35483.0","7.0","35476.0","15294.0","","","","","","","","","","","",""
"35490.0","8.0","35483.0","14614.0","","","","","","","","","","","",""
"35497.0","9.0","35490.0","11646.0","","","","","","","","","","","",""
"35504.0","10.0","35497.0","12803.0","","","","","","","","","","","",""
"35511.0","11.0","35504.0","12126.0","","","","","","","","","","","",""
"35518.0","12.0","35511.0","9543.0","","","","","","","","","","","",""
"35525.0","13.0","35518.0","13013.0","","","","","","","","","","","",""
"35532.0","14.0","35525.0","15759.0","","","","","","","","","","","",""
"35539.0","15.0","35532.0","10520.0","","","","","","","","","","","",""
"35546.0","16.0","35539.0","9361.0","","","","","","","","","","","",""
"35553.0","17.0","35546.0","12546.0","","","","","","","","","","","",""
"35560.0","18.0","35553.0","11800.0","","","","","","","","","","","",""
"35567.0","19.0","35560.0","9032.0","","","","","","","","","","","",""
"35574.0","20.0","35567.0","10069.0","","","","","","","","","","","",""
"35581.0","21.0","35574.0","10064.0","","","","","","","","","","","",""
"35588.0","22.0","35581.0","12932.0","","","","","","","","","","","",""
"35595.0","23.0","35588.0","11811.0","","","","","","","","","","","",""
"35602.0","24.0","35595.0","9374.0","","","","","","","","","","","",""
"35609.0","25.0","35602.0","9945.0","","","","","","","","","","","",""
"35616.0","26.0","35609.0","12445.0","","","","","","","","","","","",""
"35623.0","27.0","35616.0","24179.0","","","","","","","","","","","",""
"35630.0","28.0","35623.0","19041.0","","","","","","","","","","","",""
"35637.0","29.0","35630.0","10678.0","","","","","","","","","","","",""
"35644.0","30.0","35637.0","9826.0","","","","","","","","","","","",""
"35651.0","31.0","35644.0","11051.0","","","","","","","","","","","",""
"35658.0","32.0","35651.0","10787.0","","","","","","","","","","","",""
"35665.0","33.0","35658.0","8381.0","","","","","","","","","","","",""
"35672.0","34.0","35665.0","7736.0","","","","","","","","","","","",""
"35679.0","35.0","35672.0","7203.0","","","","","","","","","","","",""
"35686.0","36.0","35679.0","10942.0","","","","","","","","","","","",""
"35693.0","37.0","35686.0","8022.0","","","","","","","","","","","",""
"35700.0","38.0","35693.0","8027.0","","","","","","","","","","","",""
"35707.0","39.0","35700.0","9053.0","","","","","","","","","","","",""
"35714.0","40.0","35707.0","9094.0","","","","","","","","","","","",""
"35721.0","41.0","35714.0","8263.0","","","","","","","","","","","",""
"35728.0","42.0","35721.0","8730.0","","","","","","","","","","","",""
"35735.0","43.0","35728.0","10654.0","","","","","","","","","","","",""
"35742.0","44.0","35735.0","11448.0","","","","","","","","","","","",""
"35749.0","45.0","35742.0","8888.0","","","","","","","","","","","",""
"35756.0","46.0","35749.0","10364.0","","","","","","","","","","","",""
"35763.0","47.0","35756.0","6492.0","","","","","","","","","","","",""
"35770.0","48.0","35763.0","21277.0","","","","","","","","","","","",""
"35777.0","49.0","35770.0","15362.0","","","","","","","","","","","",""
"35784.0","50.0","35777.0","11761.0","","","","","","","","","","","",""
"35791.0","51.0","35784.0","7631.0","","","","","","","","","","","",""
"35798.0","52.0","35791.0","29444.0","","","","","","","","","","","",""
"35805.0","1.0","35798.0","63716.0","","","","","","","","","","","",""
"35812.0","2.0","35805.0","34609.0","","","","","","","","","","","",""
"35819.0","3.0","35812.0","18927.0","","","","","","","","","","","",""
"35826.0","4.0","35819.0","20935.0","","","","","","","","","","","",""
"35833.0","5.0","35826.0","19699.0","","","","","","","","","","","",""
"35840.0","6.0","35833.0","18441.0","","","","","","","","","","","",""
"35847.0","7.0","35840.0","14627.0","","","","","","","","","","","",""
"35854.0","8.0","35847.0","15739.0","","","","","","","","","","","",""
"35861.0","9.0","35854.0","13141.0","","","","","","","","","","","",""
"35868.0","10.0","35861.0","11319.0","","","","","","","","","","","",""
"35875.0","11.0","35868.0","12539.0","","","","","","","","","","","",""
"35882.0","12.0","35875.0","13608.0","","","","","","","","","","","",""
"35889.0","13.0","35882.0","13907.0","","","","","","","","","","","",""
"35896.0","14.0","35889.0","9408.0","","","","","","","","","","","",""
"35903.0","15.0","35896.0","10685.0","","","","","","","","","","","",""
"35910.0","16.0","35903.0","15601.0","","","","","","","","","","","",""
"35917.0","17.0","35910.0","8911.0","","","","","","","","","","","",""
"35924.0","18.0","35917.0","11137.0","","","","","","","","","","","",""
"35931.0","19.0","35924.0","9905.0","","","","","","","","","","","",""
"35938.0","20.0","35931.0","9753.0","","","","","","","","","","","",""
"35945.0","21.0","35938.0","10042.0","","","","","","","","","","","",""
"35952.0","22.0","35945.0","12485.0","","","","","","","","","","","",""
"35959.0","23.0","35952.0","9128.0","","","","","","","","","","","",""
"35966.0","24.0","35959.0","8782.0","","","","","","","","","","","",""
"35973.0","25.0","35966.0","9040.0","","","","","","","","","","","",""
"35980.0","26.0","35973.0","11477.0","","","","","","","","","","","",""
"35987.0","27.0","35980.0","20869.0","","","","","","","","","","","",""
"35994.0","28.0","35987.0","18505.0","","","","","","","","","","","",""
"36001.0","29.0","35994.0","12911.0","","","","","","","","","","","",""
"36008.0","30.0","36001.0","9707.0","","","","","","","","","","","",""
"36015.0","31.0","36008.0","9256.0","","","","","","","","","","","",""
"36022.0","32.0","36015.0","11895.0","","","","","","","","","","","",""
"36029.0","33.0","36022.0","10164.0","","","","","","","","","","","",""
"36036.0","34.0","36029.0","7825.0","","","","","","","","","","","",""
"36043.0","35.0","36036.0","10644.0","","","","","","","","","","","",""
"36050.0","36.0","36043.0","9793.0","","","","","","","","","","","",""
"36057.0","37.0","36050.0","11730.0","","","","","","","","","","","",""
"36064.0","38.0","36057.0","10056.0","","","","","","","","","","","",""
"36071.0","39.0","36064.0","8772.0","","","","","","","","","","","",""
"36078.0","40.0","36071.0","11163.0","","","","","","","","","","","",""
"36085.0","41.0","36078.0","10324.0","","","","","","","","","","","",""
"36092.0","42.0","36085.0","8892.0","","","","","","","","","","","",""
"36099.0","43.0","36092.0","10110.0","","","","","","","","","","","",""
"36106.0","44.0","36099.0","11498.0","","","","","","","","","","","",""
"36113.0","45.0","36106.0","11611.0","","","","","","","","","","","",""
"36120.0","46.0","36113.0","11395.0","","","","","","","","","","","",""
"36127.0","47.0","36120.0","9522.0","","","","","","","","","","","",""
"36134.0","48.0","36127.0","26390.0","","","","","","","","","","","",""
"36141.0","49.0","36134.0","15976.0","","","","","","","","","","","",""
"36148.0","50.0","36141.0","11964.0","","","","","","","","","","","",""
"36155.0","51.0","36148.0","11674.0","","","","","","","","","","","",""
"36162.0","52.0","36155.0","27217.0","","","","","","","","","","","",""
"36169.0","1.0","36162.0","60857.0","","","","","","","","","","","",""
"36176.0","2.0","36169.0","39031.0","","","","","","","","","","","",""
"36183.0","3.0","36176.0","16573.0","","","","","","","","","","","",""
"36190.0","4.0","36183.0","14893.0","","","","","","","","","","","",""
"36197.0","5.0","36190.0","13876.0","","","","","","","","","","","",""
"36204.0","6.0","36197.0","15517.0","","","","","","","","","","","",""
"36211.0","7.0","36204.0","10985.0","","","","","","","","","","","",""
"36218.0","8.0","36211.0","11228.0","","","","","","","","","","","",""
"36225.0","9.0","36218.0","14894.0","","","","","","","","","","","",""
"36232.0","10.0","36225.0","13954.0","","","","","","","","","","","",""
"36239.0","11.0","36232.0","11748.0","","","","","","","","","","","",""
"36246.0","12.0","36239.0","10501.0","","","","","","","","","","","",""
"36253.0","13.0","36246.0","8917.0","","","","","","","","","","","",""
"36260.0","14.0","36253.0","13334.0","","","","","","","","","","","",""
"36267.0","15.0","36260.0","11218.0","","","","","","","","","","","",""
"36274.0","16.0","36267.0","8514.0","","","","","","","","","","","",""
"36281.0","17.0","36274.0","8693.0","","","","","","","","","","","",""
"36288.0","18.0","36281.0","12975.0","","","","","","","","","","","",""
"36295.0","19.0","36288.0","10243.0","","","","","","","","","","","",""
"36302.0","20.0","36295.0","9969.0","","","","","","","","","","","",""
"36309.0","21.0","36302.0","8759.0","","","","","","","","","","","",""
"36316.0","22.0","36309.0","9687.0","","","","","","","","","","","",""
"36323.0","23.0","36316.0","10238.0","","","","","","","","","","","",""
"36330.0","24.0","36323.0","8657.0","","","","","","","","","","","",""
"36337.0","25.0","36330.0","9436.0","","","","","","","","","","","",""
"36344.0","26.0","36337.0","10445.0","","","","","","","","","","","",""
"36351.0","27.0","36344.0","14191.0","","","","","","","","","","","",""
"36358.0","28.0","36351.0","20933.0","","","","","","","","","","","",""
"36365.0","29.0","36358.0","17501.0","","","","","","","","","","","",""
"36372.0","30.0","36365.0","10046.0","","","","","","","","","","","",""
"36379.0","31.0","36372.0","9464.0","","","","","","","","","","","",""
"36386.0","32.0","36379.0","9352.0","","","","","","","","","","","",""
"36393.0","33.0","36386.0","8121.0","","","","","","","","","","","",""
"36400.0","34.0","36393.0","8458.0","","","","","","","","","","","",""
"36407.0","35.0","36400.0","7783.0","","","","","","","","","","","",""
"36414.0","36.0","36407.0","8685.0","","","","","","","","","","","",""
"36421.0","37.0","36414.0","9069.0","","","","","","","","","","","",""
"36428.0","38.0","36421.0","19421.0","","","","","","","","","","","",""
"36435.0","39.0","36428.0","22779.0","","","","","","","","","","","",""
"36442.0","40.0","36435.0","21724.0","","","","","","","","","","","",""
"36449.0","41.0","36442.0","14349.0","","","","","","","","","","","",""
"36456.0","42.0","36449.0","11984.0","","","","","","","","","","","",""
"36463.0","43.0","36456.0","10544.0","","","","","","","","","","","",""
"36470.0","44.0","36463.0","10981.0","","","","","","","","","","","",""
"36477.0","45.0","36470.0","9587.0","","","","","","","","","","","",""
"36484.0","46.0","36477.0","9612.0","","","","","","","","","","","",""
"36491.0","47.0","36484.0","6280.0","","","","","","","","","","","",""
"36498.0","48.0","36491.0","21208.0","","","","","","","","","","","",""
"36505.0","49.0","36498.0","11408.0","","","","","","","","","","","",""
"36512.0","50.0","36505.0","11062.0","","","","","","","","","","","",""
"36519.0","51.0","36512.0","8633.0","","","","","","","","","","","",""
"36526.0","52.0","36519.0","20061.0","","","","","","","","","","","",""
"36533.0","1.0","36526.0","40313.0","","","","","","","","","","","",""
"36540.0","2.0","36533.0","28247.0","","","","","","","","","","","",""
"36547.0","3.0","36540.0","11912.0","","","","","","","","","","","",""
"36554.0","4.0","36547.0","11061.0","","","","","","","","","","","",""
"36561.0","5.0","36554.0","31045.0","","","","","","","","","","","",""
"36568.0","6.0","36561.0","29777.0","","","","","","","","","","","",""
"36575.0","7.0","36568.0","14821.0","","","","","","","","","","","",""
"36582.0","8.0","36575.0","12399.0","","","","","","","","","","","",""
"36589.0","9.0","36582.0","10826.0","","","","","","","","","","","",""
"36596.0","10.0","36589.0","10546.0","","","","","","","","","","","",""
"36603.0","11.0","36596.0","10138.0","","","","","","","","","","","",""
"36610.0","12.0","36603.0","10884.0","","","","","","","","","","","",""
"36617.0","13.0","36610.0","10815.0","","","","","","","","","","","",""
"36624.0","14.0","36617.0","9287.0","","","","","","","","","","","",""
"36631.0","15.0","36624.0","8729.0","","","","","","","","","","","",""
"36638.0","16.0","36631.0","6721.0","","","","","","","","","","","",""
"36645.0","17.0","36638.0","11093.0","","","","","","","","","","","",""
"36652.0","18.0","36645.0","11440.0","","","","","","","","","","","",""
"36659.0","19.0","36652.0","8496.0","","","","","","","","","","","",""
"36666.0","20.0","36659.0","8207.0","","","","","","","","","","","",""
"36673.0","21.0","36666.0","8093.0","","","","","","","","","","","",""
"36680.0","22.0","36673.0","9993.0","","","","","","","","","","","",""
"36687.0","23.0","36680.0","11114.0","","","","","","","","","","","",""
"36694.0","24.0","36687.0","10240.0","","","","","","","","","","","",""
"36701.0","25.0","36694.0","9138.0","","","","","","","","","","","",""
"36708.0","26.0","36701.0","9018.0","","","","","","","","","","","",""
"36715.0","27.0","36708.0","10906.0","","","","","","","","","","","",""
"36722.0","28.0","36715.0","27952.0","","","","","","","","","","","",""
"36729.0","29.0","36722.0","15531.0","","","","","","","","","","","",""
"36736.0","30.0","36729.0","14139.0","","","","","","","","","","","",""
"36743.0","31.0","36736.0","13807.0","","","","","","","","","","","",""
"36750.0","32.0","36743.0","11315.0","","","","","","","","","","","",""
"36757.0","33.0","36750.0","18742.0","","","","","","","","","","","",""
"36764.0","34.0","36757.0","10409.0","","","","","","","","","","","",""
"36771.0","35.0","36764.0","11927.0","","","","","","","","","","","",""
"36778.0","36.0","36771.0","11932.0","","","","","","","","","","","",""
"36785.0","37.0","36778.0","20868.0","","","","","","","","","","","",""
"36792.0","38.0","36785.0","12306.0","","","","","","","","","","","",""
"36799.0","39.0","36792.0","9234.0","","","","","","","","","","","",""
"36806.0","40.0","36799.0","18077.0","","","","","","","","","","","",""
"36813.0","41.0","36806.0","15227.0","","","","","","","","","","","",""
"36820.0","42.0","36813.0","16170.0","","","","","","","","","","","",""
"36827.0","43.0","36820.0","11685.0","","","","","","","","","","","",""
"36834.0","44.0","36827.0","16022.0","","","","","","","","","","","",""
"36841.0","45.0","36834.0","10443.0","","","","","","","","","","","",""
"36848.0","46.0","36841.0","13521.0","","","","","","","","","","","",""
"36855.0","47.0","36848.0","9696.0","","","","","","","","","","","",""
"36862.0","48.0","36855.0","38327.0","","","","","","","","","","","",""
"36869.0","49.0","36862.0","22086.0","","","","","","","","","","","",""
"36876.0","50.0","36869.0","15945.0","","","","","","","","","","","",""
"36883.0","51.0","36876.0","15847.0","","","","","","","","","","","",""
"36890.0","52.0","36883.0","32688.0","","","","","","","","","","","",""
"36897.0","53.0","36890.0","44909.0","","","","","","","","","","","",""
"36904.0","1.0","36897.0","41798.0","","","","","","","","","","","",""
"36911.0","2.0","36904.0","18977.0","","","","","","","","","","","",""
"36918.0","3.0","36911.0","20001.0","","","","","","","","","","","",""
"36925.0","4.0","36918.0","19703.0","","","","","","","","","","","",""
"36932.0","5.0","36925.0","18101.0","","","","","","","","","","","",""
"36939.0","6.0","36932.0","19098.0","","","","","","","","","","","",""
"36946.0","7.0","36939.0","22186.0","","","","","","","","","","","",""
"36953.0","8.0","36946.0","19961.0","","","","","","","","","","","",""
"36960.0","9.0","36953.0","20857.0","","","","","","","","","","","",""
"36967.0","10.0","36960.0","21990.0","","","","","","","","","","","",""
"36974.0","11.0","36967.0","20282.0","","","","","","","","","","","",""
"36981.0","12.0","36974.0","20572.0","","","","","","","","","","","",""
"36988.0","13.0","36981.0","25639.0","","","","","","","","","","","",""
"36995.0","14.0","36988.0","15305.0","","","","","","","","","","","",""
"37002.0","15.0","36995.0","20847.0","","","","","","","","","","","",""
"37009.0","16.0","37002.0","29867.0","","","","","","","","","","","",""
"37016.0","17.0","37009.0","17602.0","","","","","","","","","","","",""
"37023.0","18.0","37016.0","18092.0","","","","","","","","","","","",""
"37030.0","19.0","37023.0","20037.0","","","","","","","","","","","",""
"37037.0","20.0","37030.0","21735.0","","","","","","","","","","","",""
"37044.0","21.0","37037.0","19922.0","","","","","","","","","","","",""
"37051.0","22.0","37044.0","29472.0","","","","","","","","","","","",""
"37058.0","23.0","37051.0","17045.0","","","","","","","","","","","",""
"37065.0","24.0","37058.0","16533.0","","","","","","","","","","","",""
"37072.0","25.0","37065.0","18156.0","","","","","","","","","","","",""
"37079.0","26.0","37072.0","26413.0","","","","","","","","","","","",""
"37086.0","27.0","37079.0","46294.0","","","","","","","","","","","",""
"37093.0","28.0","37086.0","28396.0","","","","","","","","","","","",""
"37100.0","29.0","37093.0","15135.0","","","","","","","","","","","",""
"37107.0","30.0","37100.0","18003.0","","","","","","","","","","","",""
"37114.0","31.0","37107.0","17237.0","","","","","","","","","","","",""
"37121.0","32.0","37114.0","17503.0","","","","","","","","","","","",""
"37128.0","33.0","37121.0","16910.0","","","","","","","","","","","",""
"37135.0","34.0","37128.0","15034.0","","","","","","","","","","","",""
"37142.0","35.0","37135.0","16892.0","","","","","","","","","","","",""
"37149.0","36.0","37142.0","24253.0","","","","","","","","","","","",""
"37156.0","37.0","37149.0","14322.0","","","","","","","","","","","",""
"37163.0","38.0","37156.0","18994.0","","","","","","","","","","","",""
"37170.0","39.0","37163.0","22267.0","","","","","","","","","","","",""
"37177.0","40.0","37170.0","19141.0","","","","","","","","","","","",""
"37184.0","41.0","37177.0","17226.0","","","","","","","","","","","",""
"37191.0","42.0","37184.0","20483.0","","","","","","","","","","","",""
"37198.0","43.0","37191.0","23042.0","","","","","","","","","","","",""
"37205.0","44.0","37198.0","26239.0","","","","","","","","","","","",""
"37212.0","45.0","37205.0","18090.0","","","","","","","","","","","",""
"37219.0","46.0","37212.0","15308.0","","","","","","","","","","","",""
"37226.0","47.0","37219.0","51748.0","","","","","","","","","","","",""
"37233.0","48.0","37226.0","20856.0","","","","","","","","","","","",""
"37240.0","49.0","37233.0","17920.0","","","","","","","","","","","",""
"37247.0","50.0","37240.0","23068.0","","","","","","","","","","","",""
"37254.0","51.0","37247.0","26588.0","","","","","","","","","","","",""
"37261.0","52.0","37254.0","43050.0","","","","","","","","","","","",""
"37268.0","1.0","37261.0","82001.0","","","","","","","","","","","",""
"37275.0","2.0","37268.0","30819.0","","","","","","","","","","","",""
"37282.0","3.0","37275.0","19271.0","","","","","","","","","","","",""
"37289.0","4.0","37282.0","25886.0","","","","","","","","","","","",""
"37296.0","5.0","37289.0","20458.0","","","","","","","","","","","",""
"37303.0","6.0","37296.0","18841.0","","","","","","","","","","","",""
"37310.0","7.0","37303.0","15577.0","","","","","","","","","","","",""
"37317.0","8.0","37310.0","15140.0","","","","","","","","","","","",""
"37324.0","9.0","37317.0","17197.0","","","","","","","","","","","",""
"37331.0","10.0","37324.0","15875.0","","","","","","","","","","","",""
"37338.0","11.0","37331.0","17969.0","","","","","","","","","","","",""
"37345.0","12.0","37338.0","16279.0","","","","","","","","","","","",""
"37352.0","13.0","37345.0","20204.0","","","","","","","","","","","",""
"37359.0","14.0","37352.0","17983.0","","","","","","","","","","","",""
"37366.0","15.0","37359.0","14162.0","","","","","","","","","","","",""
"37373.0","16.0","37366.0","13051.0","","","","","","","","","","","",""
"37380.0","17.0","37373.0","13288.0","","","","","","","","","","","",""
"37387.0","18.0","37380.0","13751.0","","","","","","","","","","","",""
"37394.0","19.0","37387.0","13175.0","","","","","","","","","","","",""
"37401.0","20.0","37394.0","12697.0","","","","","","","","","","","",""
"37408.0","21.0","37401.0","12768.0","","","","","","","","","","","",""
"37415.0","22.0","37408.0","16654.0","","","","","","","","","","","",""
"37422.0","23.0","37415.0","13128.0","","","","","","","","","","","",""
"37429.0","24.0","37422.0","12568.0","","","","","","","","","","","",""
"37436.0","25.0","37429.0","12736.0","","","","","","","","","","","",""
"37443.0","26.0","37436.0","13721.0","","","","","","","","","","","",""
"37450.0","27.0","37443.0","33199.0","","","","","","","","","","","",""
"37457.0","28.0","37450.0","20846.0","","","","","","","","","","","",""
"37464.0","29.0","37457.0","12787.0","","","","","","","","","","","",""
"37471.0","30.0","37464.0","13374.0","","","","","","","","","","","",""
"37478.0","31.0","37471.0","14569.0","","","","","","","","","","","",""
"37485.0","32.0","37478.0","13237.0","","","","","","","","","","","",""
"37492.0","33.0","37485.0","12359.0","","","","","","","","","","","",""
"37499.0","34.0","37492.0","13413.0","","","","","","","","","","","",""
"37506.0","35.0","37499.0","18234.0","","","","","","","","","","","",""
"37513.0","36.0","37506.0","20608.0","","","","","","","","","","","",""
"37520.0","37.0","37513.0","13023.0","","","","","","","","","","","",""
"37527.0","38.0","37520.0","13658.0","","","","","","","","","","","",""
"37534.0","39.0","37527.0","14033.0","","","","","","","","","","","",""
"37541.0","40.0","37534.0","17824.0","","","","","","","","","","","",""
"37548.0","41.0","37541.0","15348.0","","","","","","","","","","","",""
"37555.0","42.0","37548.0","18099.0","","","","","","","","","","","",""
"37562.0","43.0","37555.0","18311.0","","","","","","","","","","","",""
"37569.0","44.0","37562.0","23399.0","","","","","","","","","","","",""
"37576.0","45.0","37569.0","17487.0","","","","","","","","","","","",""
"37583.0","46.0","37576.0","19365.0","","","","","","","","","","","",""
"37590.0","47.0","37583.0","13240.0","","","","","","","","","","","",""
"37597.0","48.0","37590.0","26705.0","","","","","","","","","","","",""
"37604.0","49.0","37597.0","40784.0","","","","","","","","","","","",""
"37611.0","50.0","37604.0","21653.0","","","","","","","","","","","",""
"37618.0","51.0","37611.0","12834.0","","","","","","","","","","","",""
"37625.0","52.0","37618.0","51586.0","","","","","","","","","","","",""
"37632.0","1.0","37625.0","47740.0","","","","","","","","","","","",""
"37639.0","2.0","37632.0","28072.0","","","","","","","","","","","",""
"37646.0","3.0","37639.0","14805.0","","","","","","","","","","","",""
"37653.0","4.0","37646.0","24864.0","","","","","","","","","","","",""
"37660.0","5.0","37653.0","19028.0","","","","","","","","","","","",""
"37667.0","6.0","37660.0","17311.0","","","","","","","","","","","",""
"37674.0","7.0","37667.0","14587.0","","","","","","","","","","","",""
"37681.0","8.0","37674.0","20943.0","","","","","","","","","","","",""
"37688.0","9.0","37681.0","18613.0","","","","","","","","","","","",""
"37695.0","10.0","37688.0","18049.0","","","","","","","","","","","",""
"37702.0","11.0","37695.0","15552.0","","","","","","","","","","","",""
"37709.0","12.0","37702.0","19277.0","","","","","","","","","","","",""
"37716.0","13.0","37709.0","18999.0","","","","","","","","","","","",""
"37723.0","14.0","37716.0","18401.0","","","","","","","","","","","",""
"37730.0","15.0","37723.0","25450.0","","","","","","","","","","","",""
"37737.0","16.0","37730.0","23148.0","","","","","","","","","","","",""
"37744.0","17.0","37737.0","18439.0","","","","","","","","","","","",""
"37751.0","18.0","37744.0","17543.0","","","","","","","","","","","",""
"37758.0","19.0","37751.0","18491.0","","","","","","","","","","","",""
"37765.0","20.0","37758.0","16858.0","","","","","","","","","","","",""
"37772.0","21.0","37765.0","22677.0","","","","","","","","","","","",""
"37779.0","22.0","37772.0","22293.0","","","","","","","","","","","",""
"37786.0","23.0","37779.0","18557.0","","","","","","","","","","","",""
"37793.0","24.0","37786.0","14257.0","","","","","","","","","","","",""
"37800.0","25.0","37793.0","17407.0","","","","","","","","","","","",""
"37807.0","26.0","37800.0","17670.0","","","","","","","","","","","",""
"37814.0","27.0","37807.0","33144.0","","","","","","","","","","","",""
"37821.0","28.0","37814.0","25453.0","","","","","","","","","","","",""
"37828.0","29.0","37821.0","12704.0","","","","","","","","","","","",""
"37835.0","30.0","37828.0","14687.0","","","","","","","","","","","",""
"37842.0","31.0","37835.0","16340.0","","","","","","","","","","","",""
"37849.0","32.0","37842.0","16329.0","","","","","","","","","","","",""
"37856.0","33.0","37849.0","14005.0","","","","","","","","","","","",""
"37863.0","34.0","37856.0","13086.0","","","","","","","","","","","",""
"37870.0","35.0","37863.0","15859.0","","","","","","","","","","","",""
"37877.0","36.0","37870.0","17202.0","","","","","","","","","","","",""
"37884.0","37.0","37877.0","10693.0","","","","","","","","","","","",""
"37891.0","38.0","37884.0","15624.0","","","","","","","","","","","",""
"37898.0","39.0","37891.0","14820.0","","","","","","","","","","","",""
"37905.0","40.0","37898.0","16408.0","","","","","","","","","","","",""
"37912.0","41.0","37905.0","13030.0","","","","","","","","","","","",""
"37919.0","42.0","37912.0","14285.0","","","","","","","","","","","",""
"37926.0","43.0","37919.0","12500.0","","","","","","","","","","","",""
"37933.0","44.0","37926.0","15625.0","","","","","","","","","","","",""
"37940.0","45.0","37933.0","11327.0","","","","","","","","","","","",""
"37947.0","46.0","37940.0","11799.0","","","","","","","","","","","",""
"37954.0","47.0","37947.0","9444.0","","","","","","","","","","","",""
"37961.0","48.0","37954.0","24234.0","","","","","","","","","","","",""
"37968.0","49.0","37961.0","13274.0","","","","","","","","","","","",""
"37975.0","50.0","37968.0","12639.0","","","","","","","","","","","",""
"37982.0","51.0","37975.0","11427.0","","","","","","","","","","","",""
"37989.0","52.0","37982.0","32299.0","","","","","","","","","","","",""
"37996.0","1.0","37989.0","38367.0","","","","","","","","","","","",""
"38003.0","2.0","37996.0","21718.0","","","","","","","","","","","",""
"38010.0","3.0","38003.0","12457.0","","","","","","","","","","","",""
"38017.0","4.0","38010.0","11610.0","","","","","","","","","","","",""
"38024.0","5.0","38017.0","31797.0","","","","","","","","","","","",""
"38031.0","6.0","38024.0","15658.0","","","","","","","","","","","",""
"38038.0","7.0","38031.0","13292.0","","","","","","","","","","","",""
"38045.0","8.0","38038.0","13387.0","","","","","","","","","","","",""
"38052.0","9.0","38045.0","15273.0","","","","","","","","","","","",""
"38059.0","10.0","38052.0","11885.0","","","","","","","","","","","",""
"38066.0","11.0","38059.0","10812.0","","","","","","","","","","","",""
"38073.0","12.0","38066.0","12091.0","","","","","","","","","","","",""
"38080.0","13.0","38073.0","10610.0","","","","","","","","","","","",""
"38087.0","14.0","38080.0","10113.0","","","","","","","","","","","",""
"38094.0","15.0","38087.0","12462.0","","","","","","","","","","","",""
"38101.0","16.0","38094.0","14468.0","","","","","","","","","","","",""
"38108.0","17.0","38101.0","9570.0","","","","","","","","","","","",""
"38115.0","18.0","38108.0","11335.0","","","","","","","","","","","",""
"38122.0","19.0","38115.0","11258.0","","","","","","","","","","","",""
"38129.0","20.0","38122.0","11029.0","","","","","","","","","","","",""
"38136.0","21.0","38129.0","11101.0","","","","","","","","","","","",""
"38143.0","22.0","38136.0","11210.0","","","","","","","","","","","",""
"38150.0","23.0","38143.0","11601.0","","","","","","","","","","","",""
"38157.0","24.0","38150.0","9531.0","","","","","","","","","","","",""
"38164.0","25.0","38157.0","9896.0","","","","","","","","","","","",""
"38171.0","26.0","38164.0","10839.0","","","","","","","","","","","",""
"38178.0","27.0","38171.0","16206.0","","","","","","","","","","","",""
"38185.0","28.0","38178.0","19735.0","","","","","","","","","","","",""
"38192.0","29.0","38185.0","11807.0","","","","","","","","","","","",""
"38199.0","30.0","38192.0","9742.0","","","","","","","","","","","",""
"38206.0","31.0","38199.0","11671.0","","","","","","","","","","","",""
"38213.0","32.0","38206.0","10577.0","","","","","","","","","","","",""
"38220.0","33.0","38213.0","9461.0","","","","","","","","","","","",""
"38227.0","34.0","38220.0","9779.0","","","","","","","","","","","",""
"38234.0","35.0","38227.0","9559.0","","","","","","","","","","","",""
"38241.0","36.0","38234.0","11605.0","","","","","","","","","","","",""
"38248.0","37.0","38241.0","15799.0","","","","","","","","","","","",""
"38255.0","38.0","38248.0","10575.0","","","","","","","","","","","",""
"38262.0","39.0","38255.0","10470.0","","","","","","","","","","","",""
"38269.0","40.0","38262.0","11137.0","","","","","","","","","","","",""
"38276.0","41.0","38269.0","9370.0","","","","","","","","","","","",""
"38283.0","42.0","38276.0","11481.0","","","","","","","","","","","",""
"38290.0","43.0","38283.0","10581.0","","","","","","","","","","","",""
"38297.0","44.0","38290.0","13072.0","","","","","","","","","","","",""
"38304.0","45.0","38297.0","11464.0","","","","","","","","","","","",""
"38311.0","46.0","38304.0","11385.0","","","","","","","","","","","",""
"38318.0","47.0","38311.0","8438.0","","","","","","","","","","","",""
"38325.0","48.0","38318.0","28704.0","","","","","","","","","","","",""
"38332.0","49.0","38325.0","12780.0","","","","","","","","","","","",""
"38339.0","50.0","38332.0","13636.0","","","","","","","","","","","",""
"38346.0","51.0","38339.0","11906.0","","","","","","","","","","","",""
"38353.0","52.0","38346.0","23407.0","","","","","","","","","","","",""
