"Report date","Week #","Week ","VA","","Week","1990 Recession","2001 Recession","Great Recession","COVID-19","","Week","1990 Recession","2001 Recession","Great Recession","COVID-19"
"35420.0","50.0","35413.0","15347.0","","","","","","","","","","","",""
"35427.0","51.0","35420.0","9796.0","","","","","","","","","","","",""
"35434.0","52.0","35427.0","9836.0","","","","","","","","","","","",""
"35441.0","1.0","35434.0","13000.0","","","","","","","","","","","",""
"35448.0","2.0","35441.0","8442.0","","","","","","","","","","","",""
"35455.0","3.0","35448.0","5519.0","","","","","","","","","","","",""
"35462.0","4.0","35455.0","5401.0","","","","","","","","","","","",""
"35469.0","5.0","35462.0","4710.0","","","","","","","","","","","",""
"35476.0","6.0","35469.0","5116.0","","","","","","","","","","","",""
"35483.0","7.0","35476.0","5010.0","","","","","","","","","","","",""
"35490.0","8.0","35483.0","4857.0","","","","","","","","","","","",""
"35497.0","9.0","35490.0","5091.0","","","","","","","","","","","",""
"35504.0","10.0","35497.0","4308.0","","","","","","","","","","","",""
"35511.0","11.0","35504.0","4459.0","","","","","","","","","","","",""
"35518.0","12.0","35511.0","4702.0","","","","","","","","","","","",""
"35525.0","13.0","35518.0","3606.0","","","","","","","","","","","",""
"35532.0","14.0","35525.0","4962.0","","","","","","","","","","","",""
"35539.0","15.0","35532.0","3905.0","","","","","","","","","","","",""
"35546.0","16.0","35539.0","4031.0","","","","","","","","","","","",""
"35553.0","17.0","35546.0","4226.0","","","","","","","","","","","",""
"35560.0","18.0","35553.0","4368.0","","","","","","","","","","","",""
"35567.0","19.0","35560.0","4005.0","","","","","","","","","","","",""
"35574.0","20.0","35567.0","4483.0","","","","","","","","","","","",""
"35581.0","21.0","35574.0","3215.0","","","","","","","","","","","",""
"35588.0","22.0","35581.0","4531.0","","","","","","","","","","","",""
"35595.0","23.0","35588.0","4529.0","","","","","","","","","","","",""
"35602.0","24.0","35595.0","5131.0","","","","","","","","","","","",""
"35609.0","25.0","35602.0","7757.0","","","","","","","","","","","",""
"35616.0","26.0","35609.0","7475.0","","","","","","","","","","","",""
"35623.0","27.0","35616.0","6641.0","","","","","","","","","","","",""
"35630.0","28.0","35623.0","4982.0","","","","","","","","","","","",""
"35637.0","29.0","35630.0","5030.0","","","","","","","","","","","",""
"35644.0","30.0","35637.0","4529.0","","","","","","","","","","","",""
"35651.0","31.0","35644.0","5373.0","","","","","","","","","","","",""
"35658.0","32.0","35651.0","4436.0","","","","","","","","","","","",""
"35665.0","33.0","35658.0","3987.0","","","","","","","","","","","",""
"35672.0","34.0","35665.0","4464.0","","","","","","","","","","","",""
"35679.0","35.0","35672.0","3296.0","","","","","","","","","","","",""
"35686.0","36.0","35679.0","3869.0","","","","","","","","","","","",""
"35693.0","37.0","35686.0","4614.0","","","","","","","","","","","",""
"35700.0","38.0","35693.0","3213.0","","","","","","","","","","","",""
"35707.0","39.0","35700.0","3247.0","","","","","","","","","","","",""
"35714.0","40.0","35707.0","4868.0","","","","","","","","","","","",""
"35721.0","41.0","35714.0","3949.0","","","","","","","","","","","",""
"35728.0","42.0","35721.0","4157.0","","","","","","","","","","","",""
"35735.0","43.0","35728.0","4362.0","","","","","","","","","","","",""
"35742.0","44.0","35735.0","4699.0","","","","","","","","","","","",""
"35749.0","45.0","35742.0","4870.0","","","","","","","","","","","",""
"35756.0","46.0","35749.0","5340.0","","","","","","","","","","","",""
"35763.0","47.0","35756.0","3661.0","","","","","","","","","","","",""
"35770.0","48.0","35763.0","7032.0","","","","","","","","","","","",""
"35777.0","49.0","35770.0","8970.0","","","","","","","","","","","",""
"35784.0","50.0","35777.0","12802.0","","","","","","","","","","","",""
"35791.0","51.0","35784.0","10465.0","","","","","","","","","","","",""
"35798.0","52.0","35791.0","7762.0","","","","","","","","","","","",""
"35805.0","1.0","35798.0","16793.0","","","","","","","","","","","",""
"35812.0","2.0","35805.0","11185.0","","","","","","","","","","","",""
"35819.0","3.0","35812.0","6572.0","","","","","","","","","","","",""
"35826.0","4.0","35819.0","6255.0","","","","","","","","","","","",""
"35833.0","5.0","35826.0","6491.0","","","","","","","","","","","",""
"35840.0","6.0","35833.0","5634.0","","","","","","","","","","","",""
"35847.0","7.0","35840.0","5223.0","","","","","","","","","","","",""
"35854.0","8.0","35847.0","4535.0","","","","","","","","","","","",""
"35861.0","9.0","35854.0","4708.0","","","","","","","","","","","",""
"35868.0","10.0","35861.0","4524.0","","","","","","","","","","","",""
"35875.0","11.0","35868.0","4579.0","","","","","","","","","","","",""
"35882.0","12.0","35875.0","3694.0","","","","","","","","","","","",""
"35889.0","13.0","35882.0","3583.0","","","","","","","","","","","",""
"35896.0","14.0","35889.0","5016.0","","","","","","","","","","","",""
"35903.0","15.0","35896.0","3616.0","","","","","","","","","","","",""
"35910.0","16.0","35903.0","3803.0","","","","","","","","","","","",""
"35917.0","17.0","35910.0","3609.0","","","","","","","","","","","",""
"35924.0","18.0","35917.0","4111.0","","","","","","","","","","","",""
"35931.0","19.0","35924.0","4205.0","","","","","","","","","","","",""
"35938.0","20.0","35931.0","3998.0","","","","","","","","","","","",""
"35945.0","21.0","35938.0","4099.0","","","","","","","","","","","",""
"35952.0","22.0","35945.0","4211.0","","","","","","","","","","","",""
"35959.0","23.0","35952.0","3885.0","","","","","","","","","","","",""
"35966.0","24.0","35959.0","4974.0","","","","","","","","","","","",""
"35973.0","25.0","35966.0","8309.0","","","","","","","","","","","",""
"35980.0","26.0","35973.0","6357.0","","","","","","","","","","","",""
"35987.0","27.0","35980.0","6272.0","","","","","","","","","","","",""
"35994.0","28.0","35987.0","7899.0","","","","","","","","","","","",""
"36001.0","29.0","35994.0","3913.0","","","","","","","","","","","",""
"36008.0","30.0","36001.0","3506.0","","","","","","","","","","","",""
"36015.0","31.0","36008.0","4308.0","","","","","","","","","","","",""
"36022.0","32.0","36015.0","3441.0","","","","","","","","","","","",""
"36029.0","33.0","36022.0","3632.0","","","","","","","","","","","",""
"36036.0","34.0","36029.0","3212.0","","","","","","","","","","","",""
"36043.0","35.0","36036.0","3235.0","","","","","","","","","","","",""
"36050.0","36.0","36043.0","2937.0","","","","","","","","","","","",""
"36057.0","37.0","36050.0","3781.0","","","","","","","","","","","",""
"36064.0","38.0","36057.0","3166.0","","","","","","","","","","","",""
"36071.0","39.0","36064.0","3319.0","","","","","","","","","","","",""
"36078.0","40.0","36071.0","4259.0","","","","","","","","","","","",""
"36085.0","41.0","36078.0","3074.0","","","","","","","","","","","",""
"36092.0","42.0","36085.0","5084.0","","","","","","","","","","","",""
"36099.0","43.0","36092.0","4948.0","","","","","","","","","","","",""
"36106.0","44.0","36099.0","4291.0","","","","","","","","","","","",""
"36113.0","45.0","36106.0","4430.0","","","","","","","","","","","",""
"36120.0","46.0","36113.0","5070.0","","","","","","","","","","","",""
"36127.0","47.0","36120.0","4248.0","","","","","","","","","","","",""
"36134.0","48.0","36127.0","6813.0","","","","","","","","","","","",""
"36141.0","49.0","36134.0","9683.0","","","","","","","","","","","",""
"36148.0","50.0","36141.0","10044.0","","","","","","","","","","","",""
"36155.0","51.0","36148.0","7761.0","","","","","","","","","","","",""
"36162.0","52.0","36155.0","9361.0","","","","","","","","","","","",""
"36169.0","1.0","36162.0","18138.0","","","","","","","","","","","",""
"36176.0","2.0","36169.0","8567.0","","","","","","","","","","","",""
"36183.0","3.0","36176.0","5499.0","","","","","","","","","","","",""
"36190.0","4.0","36183.0","5685.0","","","","","","","","","","","",""
"36197.0","5.0","36190.0","5167.0","","","","","","","","","","","",""
"36204.0","6.0","36197.0","4655.0","","","","","","","","","","","",""
"36211.0","7.0","36204.0","4399.0","","","","","","","","","","","",""
"36218.0","8.0","36211.0","4522.0","","","","","","","","","","","",""
"36225.0","9.0","36218.0","4569.0","","","","","","","","","","","",""
"36232.0","10.0","36225.0","4285.0","","","","","","","","","","","",""
"36239.0","11.0","36232.0","4591.0","","","","","","","","","","","",""
"36246.0","12.0","36239.0","3642.0","","","","","","","","","","","",""
"36253.0","13.0","36246.0","3901.0","","","","","","","","","","","",""
"36260.0","14.0","36253.0","4667.0","","","","","","","","","","","",""
"36267.0","15.0","36260.0","4466.0","","","","","","","","","","","",""
"36274.0","16.0","36267.0","4453.0","","","","","","","","","","","",""
"36281.0","17.0","36274.0","3970.0","","","","","","","","","","","",""
"36288.0","18.0","36281.0","3523.0","","","","","","","","","","","",""
"36295.0","19.0","36288.0","3350.0","","","","","","","","","","","",""
"36302.0","20.0","36295.0","3610.0","","","","","","","","","","","",""
"36309.0","21.0","36302.0","3939.0","","","","","","","","","","","",""
"36316.0","22.0","36309.0","2981.0","","","","","","","","","","","",""
"36323.0","23.0","36316.0","3722.0","","","","","","","","","","","",""
"36330.0","24.0","36323.0","4079.0","","","","","","","","","","","",""
"36337.0","25.0","36330.0","4918.0","","","","","","","","","","","",""
"36344.0","26.0","36337.0","6427.0","","","","","","","","","","","",""
"36351.0","27.0","36344.0","7034.0","","","","","","","","","","","",""
"36358.0","28.0","36351.0","6736.0","","","","","","","","","","","",""
"36365.0","29.0","36358.0","4640.0","","","","","","","","","","","",""
"36372.0","30.0","36365.0","4745.0","","","","","","","","","","","",""
"36379.0","31.0","36372.0","3336.0","","","","","","","","","","","",""
"36386.0","32.0","36379.0","3596.0","","","","","","","","","","","",""
"36393.0","33.0","36386.0","3120.0","","","","","","","","","","","",""
"36400.0","34.0","36393.0","3601.0","","","","","","","","","","","",""
"36407.0","35.0","36400.0","3119.0","","","","","","","","","","","",""
"36414.0","36.0","36407.0","3002.0","","","","","","","","","","","",""
"36421.0","37.0","36414.0","3018.0","","","","","","","","","","","",""
"36428.0","38.0","36421.0","3788.0","","","","","","","","","","","",""
"36435.0","39.0","36428.0","4914.0","","","","","","","","","","","",""
"36442.0","40.0","36435.0","3756.0","","","","","","","","","","","",""
"36449.0","41.0","36442.0","3115.0","","","","","","","","","","","",""
"36456.0","42.0","36449.0","3857.0","","","","","","","","","","","",""
"36463.0","43.0","36456.0","4136.0","","","","","","","","","","","",""
"36470.0","44.0","36463.0","4241.0","","","","","","","","","","","",""
"36477.0","45.0","36470.0","3659.0","","","","","","","","","","","",""
"36484.0","46.0","36477.0","3983.0","","","","","","","","","","","",""
"36491.0","47.0","36484.0","3149.0","","","","","","","","","","","",""
"36498.0","48.0","36491.0","6192.0","","","","","","","","","","","",""
"36505.0","49.0","36498.0","5419.0","","","","","","","","","","","",""
"36512.0","50.0","36505.0","9966.0","","","","","","","","","","","",""
"36519.0","51.0","36512.0","7616.0","","","","","","","","","","","",""
"36526.0","52.0","36519.0","6769.0","","","","","","","","","","","",""
"36533.0","1.0","36526.0","12281.0","","","","","","","","","","","",""
"36540.0","2.0","36533.0","7285.0","","","","","","","","","","","",""
"36547.0","3.0","36540.0","4489.0","","","","","","","","","","","",""
"36554.0","4.0","36547.0","5771.0","","","","","","","","","","","",""
"36561.0","5.0","36554.0","6745.0","","","","","","","","","","","",""
"36568.0","6.0","36561.0","4732.0","","","","","","","","","","","",""
"36575.0","7.0","36568.0","3543.0","","","","","","","","","","","",""
"36582.0","8.0","36575.0","3165.0","","","","","","","","","","","",""
"36589.0","9.0","36582.0","3386.0","","","","","","","","","","","",""
"36596.0","10.0","36589.0","3352.0","","","","","","","","","","","",""
"36603.0","11.0","36596.0","3187.0","","","","","","","","","","","",""
"36610.0","12.0","36603.0","3414.0","","","","","","","","","","","",""
"36617.0","13.0","36610.0","3140.0","","","","","","","","","","","",""
"36624.0","14.0","36617.0","3222.0","","","","","","","","","","","",""
"36631.0","15.0","36624.0","2687.0","","","","","","","","","","","",""
"36638.0","16.0","36631.0","2755.0","","","","","","","","","","","",""
"36645.0","17.0","36638.0","3309.0","","","","","","","","","","","",""
"36652.0","18.0","36645.0","3638.0","","","","","","","","","","","",""
"36659.0","19.0","36652.0","3244.0","","","","","","","","","","","",""
"36666.0","20.0","36659.0","3173.0","","","","","","","","","","","",""
"36673.0","21.0","36666.0","3120.0","","","","","","","","","","","",""
"36680.0","22.0","36673.0","2954.0","","","","","","","","","","","",""
"36687.0","23.0","36680.0","3641.0","","","","","","","","","","","",""
"36694.0","24.0","36687.0","3764.0","","","","","","","","","","","",""
"36701.0","25.0","36694.0","4012.0","","","","","","","","","","","",""
"36708.0","26.0","36701.0","8131.0","","","","","","","","","","","",""
"36715.0","27.0","36708.0","5713.0","","","","","","","","","","","",""
"36722.0","28.0","36715.0","6972.0","","","","","","","","","","","",""
"36729.0","29.0","36722.0","6592.0","","","","","","","","","","","",""
"36736.0","30.0","36729.0","4764.0","","","","","","","","","","","",""
"36743.0","31.0","36736.0","4953.0","","","","","","","","","","","",""
"36750.0","32.0","36743.0","4290.0","","","","","","","","","","","",""
"36757.0","33.0","36750.0","4033.0","","","","","","","","","","","",""
"36764.0","34.0","36757.0","4807.0","","","","","","","","","","","",""
"36771.0","35.0","36764.0","3879.0","","","","","","","","","","","",""
"36778.0","36.0","36771.0","3025.0","","","","","","","","","","","",""
"36785.0","37.0","36778.0","3134.0","","","","","","","","","","","",""
"36792.0","38.0","36785.0","3856.0","","","","","","","","","","","",""
"36799.0","39.0","36792.0","4374.0","","","","","","","","","","","",""
"36806.0","40.0","36799.0","4847.0","","","","","","","","","","","",""
"36813.0","41.0","36806.0","4762.0","","","","","","","","","","","",""
"36820.0","42.0","36813.0","3347.0","","","","","","","","","","","",""
"36827.0","43.0","36820.0","3887.0","","","","","","","","","","","",""
"36834.0","44.0","36827.0","5037.0","","","","","","","","","","","",""
"36841.0","45.0","36834.0","3358.0","","","","","","","","","","","",""
"36848.0","46.0","36841.0","5240.0","","","","","","","","","","","",""
"36855.0","47.0","36848.0","4899.0","","","","","","","","","","","",""
"36862.0","48.0","36855.0","6683.0","","","","","","","","","","","",""
"36869.0","49.0","36862.0","5891.0","","","","","","","","","","","",""
"36876.0","50.0","36869.0","7538.0","","","","","","","","","","","",""
"36883.0","51.0","36876.0","10743.0","","","","","","","","","","","",""
"36890.0","52.0","36883.0","9925.0","","","","","","","","","","","",""
"36897.0","53.0","36890.0","12509.0","","","","","","","","","","","",""
"36904.0","1.0","36897.0","11884.0","","","","","","","","","","","",""
"36911.0","2.0","36904.0","6120.0","","","","","","","","","","","",""
"36918.0","3.0","36911.0","6548.0","","","","","","","","","","","",""
"36925.0","4.0","36918.0","7822.0","","","","","","","","","","","",""
"36932.0","5.0","36925.0","5652.0","","","","","","","","","","","",""
"36939.0","6.0","36932.0","5769.0","","","","","","","","","","","",""
"36946.0","7.0","36939.0","5464.0","","","","","","","","","","","",""
"36953.0","8.0","36946.0","8056.0","","","","","","","","","","","",""
"36960.0","9.0","36953.0","5225.0","","","","","","","","","","","",""
"36967.0","10.0","36960.0","5036.0","","","","","","","","","","","",""
"36974.0","11.0","36967.0","5978.0","","","","","","","","","","","",""
"36981.0","12.0","36974.0","5360.0","","","","","","","","","","","",""
"36988.0","13.0","36981.0","7204.0","","","","","","","","","","","",""
"36995.0","14.0","36988.0","5183.0","","","","","","","","","","","",""
"37002.0","15.0","36995.0","5466.0","","","","","","","","","","","",""
"37009.0","16.0","37002.0","5459.0","","","","","","","","","","","",""
"37016.0","17.0","37009.0","5493.0","","","","","","","","","","","",""
"37023.0","18.0","37016.0","4834.0","","","","","","","","","","","",""
"37030.0","19.0","37023.0","5890.0","","","","","","","","","","","",""
"37037.0","20.0","37030.0","5751.0","","","","","","","","","","","",""
"37044.0","21.0","37037.0","4090.0","","","","","","","","","","","",""
"37051.0","22.0","37044.0","7139.0","","","","","","","","","","","",""
"37058.0","23.0","37051.0","6325.0","","","","","","","","","","","",""
"37065.0","24.0","37058.0","5842.0","","","","","","","","","","","",""
"37072.0","25.0","37065.0","10695.0","","","","","","","","","","","",""
"37079.0","26.0","37072.0","9674.0","","","","","","","","","","","",""
"37086.0","27.0","37079.0","10160.0","","","","","","","","","","","",""
"37093.0","28.0","37086.0","7837.0","","","","","","","","","","","",""
"37100.0","29.0","37093.0","4884.0","","","","","","","","","","","",""
"37107.0","30.0","37100.0","5480.0","","","","","","","","","","","",""
"37114.0","31.0","37107.0","5487.0","","","","","","","","","","","",""
"37121.0","32.0","37114.0","4868.0","","","","","","","","","","","",""
"37128.0","33.0","37121.0","5541.0","","","","","","","","","","","",""
"37135.0","34.0","37128.0","5601.0","","","","","","","","","","","",""
"37142.0","35.0","37135.0","5734.0","","","","","","","","","","","",""
"37149.0","36.0","37142.0","8029.0","","","","","","","","","","","",""
"37156.0","37.0","37149.0","6090.0","","","","","","","","","","","",""
"37163.0","38.0","37156.0","8673.0","","","","","","","","","","","",""
"37170.0","39.0","37163.0","9712.0","","","","","","","","","","","",""
"37177.0","40.0","37170.0","8117.0","","","","","","","","","","","",""
"37184.0","41.0","37177.0","7492.0","","","","","","","","","","","",""
"37191.0","42.0","37184.0","9255.0","","","","","","","","","","","",""
"37198.0","43.0","37191.0","7444.0","","","","","","","","","","","",""
"37205.0","44.0","37198.0","7691.0","","","","","","","","","","","",""
"37212.0","45.0","37205.0","8251.0","","","","","","","","","","","",""
"37219.0","46.0","37212.0","9376.0","","","","","","","","","","","",""
"37226.0","47.0","37219.0","10210.0","","","","","","","","","","","",""
"37233.0","48.0","37226.0","9080.0","","","","","","","","","","","",""
"37240.0","49.0","37233.0","9724.0","","","","","","","","","","","",""
"37247.0","50.0","37240.0","19300.0","","","","","","","","","","","",""
"37254.0","51.0","37247.0","14056.0","","","","","","","","","","","",""
"37261.0","52.0","37254.0","11049.0","","","","","","","","","","","",""
"37268.0","1.0","37261.0","17904.0","","","","","","","","","","","",""
"37275.0","2.0","37268.0","9477.0","","","","","","","","","","","",""
"37282.0","3.0","37275.0","8379.0","","","","","","","","","","","",""
"37289.0","4.0","37282.0","9568.0","","","","","","","","","","","",""
"37296.0","5.0","37289.0","8170.0","","","","","","","","","","","",""
"37303.0","6.0","37296.0","6591.0","","","","","","","","","","","",""
"37310.0","7.0","37303.0","6329.0","","","","","","","","","","","",""
"37317.0","8.0","37310.0","7099.0","","","","","","","","","","","",""
"37324.0","9.0","37317.0","6478.0","","","","","","","","","","","",""
"37331.0","10.0","37324.0","6105.0","","","","","","","","","","","",""
"37338.0","11.0","37331.0","6543.0","","","","","","","","","","","",""
"37345.0","12.0","37338.0","6326.0","","","","","","","","","","","",""
"37352.0","13.0","37345.0","6445.0","","","","","","","","","","","",""
"37359.0","14.0","37352.0","7515.0","","","","","","","","","","","",""
"37366.0","15.0","37359.0","6338.0","","","","","","","","","","","",""
"37373.0","16.0","37366.0","5209.0","","","","","","","","","","","",""
"37380.0","17.0","37373.0","5701.0","","","","","","","","","","","",""
"37387.0","18.0","37380.0","7125.0","","","","","","","","","","","",""
"37394.0","19.0","37387.0","6914.0","","","","","","","","","","","",""
"37401.0","20.0","37394.0","5940.0","","","","","","","","","","","",""
"37408.0","21.0","37401.0","4656.0","","","","","","","","","","","",""
"37415.0","22.0","37408.0","6451.0","","","","","","","","","","","",""
"37422.0","23.0","37415.0","5891.0","","","","","","","","","","","",""
"37429.0","24.0","37422.0","7368.0","","","","","","","","","","","",""
"37436.0","25.0","37429.0","6834.0","","","","","","","","","","","",""
"37443.0","26.0","37436.0","9416.0","","","","","","","","","","","",""
"37450.0","27.0","37443.0","11908.0","","","","","","","","","","","",""
"37457.0","28.0","37450.0","7283.0","","","","","","","","","","","",""
"37464.0","29.0","37457.0","6313.0","","","","","","","","","","","",""
"37471.0","30.0","37464.0","5739.0","","","","","","","","","","","",""
"37478.0","31.0","37471.0","5851.0","","","","","","","","","","","",""
"37485.0","32.0","37478.0","6337.0","","","","","","","","","","","",""
"37492.0","33.0","37485.0","5280.0","","","","","","","","","","","",""
"37499.0","34.0","37492.0","5821.0","","","","","","","","","","","",""
"37506.0","35.0","37499.0","7158.0","","","","","","","","","","","",""
"37513.0","36.0","37506.0","7048.0","","","","","","","","","","","",""
"37520.0","37.0","37513.0","5883.0","","","","","","","","","","","",""
"37527.0","38.0","37520.0","7102.0","","","","","","","","","","","",""
"37534.0","39.0","37527.0","6710.0","","","","","","","","","","","",""
"37541.0","40.0","37534.0","7438.0","","","","","","","","","","","",""
"37548.0","41.0","37541.0","5567.0","","","","","","","","","","","",""
"37555.0","42.0","37548.0","6586.0","","","","","","","","","","","",""
"37562.0","43.0","37555.0","8192.0","","","","","","","","","","","",""
"37569.0","44.0","37562.0","8306.0","","","","","","","","","","","",""
"37576.0","45.0","37569.0","7750.0","","","","","","","","","","","",""
"37583.0","46.0","37576.0","8748.0","","","","","","","","","","","",""
"37590.0","47.0","37583.0","6455.0","","","","","","","","","","","",""
"37597.0","48.0","37590.0","12776.0","","","","","","","","","","","",""
"37604.0","49.0","37597.0","10535.0","","","","","","","","","","","",""
"37611.0","50.0","37604.0","14551.0","","","","","","","","","","","",""
"37618.0","51.0","37611.0","10978.0","","","","","","","","","","","",""
"37625.0","52.0","37618.0","13422.0","","","","","","","","","","","",""
"37632.0","1.0","37625.0","19814.0","","","","","","","","","","","",""
"37639.0","2.0","37632.0","9980.0","","","","","","","","","","","",""
"37646.0","3.0","37639.0","7847.0","","","","","","","","","","","",""
"37653.0","4.0","37646.0","10465.0","","","","","","","","","","","",""
"37660.0","5.0","37653.0","8119.0","","","","","","","","","","","",""
"37667.0","6.0","37660.0","8229.0","","","","","","","","","","","",""
"37674.0","7.0","37667.0","7891.0","","","","","","","","","","","",""
"37681.0","8.0","37674.0","10678.0","","","","","","","","","","","",""
"37688.0","9.0","37681.0","9811.0","","","","","","","","","","","",""
"37695.0","10.0","37688.0","7288.0","","","","","","","","","","","",""
"37702.0","11.0","37695.0","7809.0","","","","","","","","","","","",""
"37709.0","12.0","37702.0","7483.0","","","","","","","","","","","",""
"37716.0","13.0","37709.0","7285.0","","","","","","","","","","","",""
"37723.0","14.0","37716.0","8302.0","","","","","","","","","","","",""
"37730.0","15.0","37723.0","7542.0","","","","","","","","","","","",""
"37737.0","16.0","37730.0","7028.0","","","","","","","","","","","",""
"37744.0","17.0","37737.0","6522.0","","","","","","","","","","","",""
"37751.0","18.0","37744.0","7914.0","","","","","","","","","","","",""
"37758.0","19.0","37751.0","7001.0","","","","","","","","","","","",""
"37765.0","20.0","37758.0","7043.0","","","","","","","","","","","",""
"37772.0","21.0","37765.0","10091.0","","","","","","","","","","","",""
"37779.0","22.0","37772.0","9761.0","","","","","","","","","","","",""
"37786.0","23.0","37779.0","7386.0","","","","","","","","","","","",""
"37793.0","24.0","37786.0","7704.0","","","","","","","","","","","",""
"37800.0","25.0","37793.0","7354.0","","","","","","","","","","","",""
"37807.0","26.0","37800.0","9229.0","","","","","","","","","","","",""
"37814.0","27.0","37807.0","10842.0","","","","","","","","","","","",""
"37821.0","28.0","37814.0","8918.0","","","","","","","","","","","",""
"37828.0","29.0","37821.0","6145.0","","","","","","","","","","","",""
"37835.0","30.0","37828.0","7445.0","","","","","","","","","","","",""
"37842.0","31.0","37835.0","6642.0","","","","","","","","","","","",""
"37849.0","32.0","37842.0","7014.0","","","","","","","","","","","",""
"37856.0","33.0","37849.0","6446.0","","","","","","","","","","","",""
"37863.0","34.0","37856.0","6843.0","","","","","","","","","","","",""
"37870.0","35.0","37863.0","6474.0","","","","","","","","","","","",""
"37877.0","36.0","37870.0","7750.0","","","","","","","","","","","",""
"37884.0","37.0","37877.0","4586.0","","","","","","","","","","","",""
"37891.0","38.0","37884.0","9183.0","","","","","","","","","","","",""
"37898.0","39.0","37891.0","7892.0","","","","","","","","","","","",""
"37905.0","40.0","37898.0","8044.0","","","","","","","","","","","",""
"37912.0","41.0","37905.0","5687.0","","","","","","","","","","","",""
"37919.0","42.0","37912.0","5842.0","","","","","","","","","","","",""
"37926.0","43.0","37919.0","6373.0","","","","","","","","","","","",""
"37933.0","44.0","37926.0","6206.0","","","","","","","","","","","",""
"37940.0","45.0","37933.0","5664.0","","","","","","","","","","","",""
"37947.0","46.0","37940.0","7495.0","","","","","","","","","","","",""
"37954.0","47.0","37947.0","5484.0","","","","","","","","","","","",""
"37961.0","48.0","37954.0","9329.0","","","","","","","","","","","",""
"37968.0","49.0","37961.0","8353.0","","","","","","","","","","","",""
"37975.0","50.0","37968.0","9986.0","","","","","","","","","","","",""
"37982.0","51.0","37975.0","10654.0","","","","","","","","","","","",""
"37989.0","52.0","37982.0","11607.0","","","","","","","","","","","",""
"37996.0","1.0","37989.0","14817.0","","","","","","","","","","","",""
"38003.0","2.0","37996.0","8619.0","","","","","","","","","","","",""
"38010.0","3.0","38003.0","6966.0","","","","","","","","","","","",""
"38017.0","4.0","38010.0","7732.0","","","","","","","","","","","",""
"38024.0","5.0","38017.0","9912.0","","","","","","","","","","","",""
"38031.0","6.0","38024.0","6487.0","","","","","","","","","","","",""
"38038.0","7.0","38031.0","5659.0","","","","","","","","","","","",""
"38045.0","8.0","38038.0","5816.0","","","","","","","","","","","",""
"38052.0","9.0","38045.0","5646.0","","","","","","","","","","","",""
"38059.0","10.0","38052.0","5269.0","","","","","","","","","","","",""
"38066.0","11.0","38059.0","4745.0","","","","","","","","","","","",""
"38073.0","12.0","38066.0","4939.0","","","","","","","","","","","",""
"38080.0","13.0","38073.0","5005.0","","","","","","","","","","","",""
"38087.0","14.0","38080.0","5551.0","","","","","","","","","","","",""
"38094.0","15.0","38087.0","4951.0","","","","","","","","","","","",""
"38101.0","16.0","38094.0","5450.0","","","","","","","","","","","",""
"38108.0","17.0","38101.0","4585.0","","","","","","","","","","","",""
"38115.0","18.0","38108.0","4730.0","","","","","","","","","","","",""
"38122.0","19.0","38115.0","5855.0","","","","","","","","","","","",""
"38129.0","20.0","38122.0","4572.0","","","","","","","","","","","",""
"38136.0","21.0","38129.0","4467.0","","","","","","","","","","","",""
"38143.0","22.0","38136.0","4801.0","","","","","","","","","","","",""
"38150.0","23.0","38143.0","5612.0","","","","","","","","","","","",""
"38157.0","24.0","38150.0","4921.0","","","","","","","","","","","",""
"38164.0","25.0","38157.0","4818.0","","","","","","","","","","","",""
"38171.0","26.0","38164.0","6602.0","","","","","","","","","","","",""
"38178.0","27.0","38171.0","6603.0","","","","","","","","","","","",""
"38185.0","28.0","38178.0","7702.0","","","","","","","","","","","",""
"38192.0","29.0","38185.0","5628.0","","","","","","","","","","","",""
"38199.0","30.0","38192.0","4817.0","","","","","","","","","","","",""
"38206.0","31.0","38199.0","4585.0","","","","","","","","","","","",""
"38213.0","32.0","38206.0","5095.0","","","","","","","","","","","",""
"38220.0","33.0","38213.0","4052.0","","","","","","","","","","","",""
"38227.0","34.0","38220.0","5111.0","","","","","","","","","","","",""
"38234.0","35.0","38227.0","4333.0","","","","","","","","","","","",""
"38241.0","36.0","38234.0","4388.0","","","","","","","","","","","",""
"38248.0","37.0","38241.0","4441.0","","","","","","","","","","","",""
"38255.0","38.0","38248.0","4630.0","","","","","","","","","","","",""
"38262.0","39.0","38255.0","4768.0","","","","","","","","","","","",""
"38269.0","40.0","38262.0","4995.0","","","","","","","","","","","",""
"38276.0","41.0","38269.0","4097.0","","","","","","","","","","","",""
"38283.0","42.0","38276.0","6193.0","","","","","","","","","","","",""
"38290.0","43.0","38283.0","4768.0","","","","","","","","","","","",""
"38297.0","44.0","38290.0","5200.0","","","","","","","","","","","",""
"38304.0","45.0","38297.0","4697.0","","","","","","","","","","","",""
"38311.0","46.0","38304.0","5419.0","","","","","","","","","","","",""
"38318.0","47.0","38311.0","4757.0","","","","","","","","","","","",""
"38325.0","48.0","38318.0","8092.0","","","","","","","","","","","",""
"38332.0","49.0","38325.0","5054.0","","","","","","","","","","","",""
"38339.0","50.0","38332.0","7244.0","","","","","","","","","","","",""
"38346.0","51.0","38339.0","7634.0","","","","","","","","","","","",""
"38353.0","52.0","38346.0","10103.0","","","","","","","","","","","",""
"38360.0","1.0","38353.0","11644.0","","","","","","","","","","","",""
